86352, 01MAY2012 00:00, 14
86352, 01JUN2012 00:00, 17
86352, 01JUL2012 00:00, 18
86352, 01AUG2012 00:00, 21
86352, 01SEP2012 00:00, 21
22411, 01JAN2012 00:00, 0
22411, 01FEB2012 00:00, 4
22411, 01MAR2012 00:00, 8
22411, 01APR2012 00:00, 9
22411, 01MAY2012 00:00, 16
22411, 01JUN2012 00:00, 17
22411, 01JUL2012 00:00, 17
22411, 01AUG2012 00:00, 18
22411, 01SEP2012 00:00, 20
37627, 01JAN2012 00:00, 0
37627, 01FEB2012 00:00, 5
37627, 01MAR2012 00:00, 14
37627, 01APR2012 00:00, 21
37627, 01MAY2012 00:00, 26
37627, 01JUN2012 00:00, 28
37627, 01JUL2012 00:00, 30
37627, 01AUG2012 00:00, 33
37627, 01SEP2012 00:00, 35
37250, 01JAN2012 00:00, 0
37250, 01FEB2012 00:00, 8
37250, 01MAR2012 00:00, 14
37250, 01APR2012 00:00, 21
37250, 01MAY2012 00:00, 27
37250, 01JUN2012 00:00, 30
37250, 01JUL2012 00:00, 33
37250, 01AUG2012 00:00, 35
37250, 01SEP2012 00:00, 42
18533, 01MAR2012 00:00, 0
18533, 01APR2012 00:00, 1
18533, 01MAY2012 00:00, 1
18533, 01JUN2012 00:00, 1
18533, 01JUL2012 00:00, 1
18533, 01AUG2012 00:00, 1
18533, 01SEP2012 00:00, 1
85175, 01JAN2012 00:00, 0
85175, 01FEB2012 00:00, 3
85175, 01MAR2012 00:00, 4
85175, 01APR2012 00:00, 10
85175, 01MAY2012 00:00, 11
85175, 01JUN2012 00:00, 14
85175, 01JUL2012 00:00, 14
85175, 01AUG2012 00:00, 15
85175, 01SEP2012 00:00, 16
18877, 01JAN2012 00:00, 0
18877, 01FEB2012 00:00, 1
18877, 01MAR2012 00:00, 1
18877, 01APR2012 00:00, 1
18877, 01MAY2012 00:00, 1
18877, 01JUN2012 00:00, 3
18877, 01JUL2012 00:00, 3
18877, 01AUG2012 00:00, 3
18877, 01SEP2012 00:00, 5
21332, 01JAN2012 00:00, 0
21332, 01FEB2012 00:00, 9
21332, 01MAR2012 00:00, 16
21332, 01APR2012 00:00, 20
21332, 01MAY2012 00:00, 25
21332, 01JUN2012 00:00, 27
21332, 01JUL2012 00:00, 27
21332, 01AUG2012 00:00, 27
21332, 01SEP2012 00:00, 29
11750, 01FEB2012 00:00, 0
11750, 01MAR2012 00:00, 2
11750, 01APR2012 00:00, 2
11750, 01MAY2012 00:00, 2
11750, 01JUN2012 00:00, 2
11750, 01JUL2012 00:00, 2
11750, 01AUG2012 00:00, 2
11750, 01SEP2012 00:00, 3
28249, 01FEB2012 00:00, 0
28249, 01MAR2012 00:00, 4
28249, 01APR2012 00:00, 7
28249, 01MAY2012 00:00, 11
28249, 01JUN2012 00:00, 15
28249, 01JUL2012 00:00, 17
28249, 01AUG2012 00:00, 18
28249, 01SEP2012 00:00, 21
19032, 01JAN2012 00:00, 0
19032, 01FEB2012 00:00, 4
19032, 01MAR2012 00:00, 5
19032, 01APR2012 00:00, 8
19032, 01MAY2012 00:00, 10
19032, 01JUN2012 00:00, 10
19032, 01JUL2012 00:00, 10
19032, 01AUG2012 00:00, 10
