39906;SingleFUnbid;*;Enl Lista 2022
61636;SingleFUnbid;*;Enl Lista 2022
39596;SingleFUnbid;*;Enl Lista 2022
37194;SingleFUnbid;*;Enl Lista 2022
36870;SingleFUnbid;*;Enl Lista 2022
34081;SingleFUnbid;*;Enl Lista 2022
35029;SingleFUnbid;*;Enl Lista 2022
30677;SingleFUnbid;*;Enl Lista 2022
34557;SingleFUnbid;*;Enl Lista 2022
62594;SingleFUnbid;*;Enl Lista 2022
39628;SingleFUnbid;*;Enl Lista 2022
33910;SingleFUnbid;*;Enl Lista 2022
30997;SingleFUnbid;*;Enl Lista 2022
64032;SingleFUnbid;*;Enl Lista 2022
34720;SingleFUnbid;*;Enl Lista 2022
19188;SingleFUnbid;*;Enl Lista 2022
39846;SingleFUnbid;*;Enl Lista 2022
38988;SingleFUnbid;*;Enl Lista 2022
38588;SingleFUnbid;*;Enl Lista 2022
34251;SingleFUnbid;*;Enl Lista 2022
68603;SingleFUnbid;*;Enl Lista 2022
68018;SingleFUnbid;*;Enl Lista 2022
34371;SingleFUnbid;*;Enl Lista 2022
61668;SingleFUnbid;*;Enl Lista 2022
37350;SingleFUnbid;*;Enl Lista 2022
38648;SingleFUnbid;*;Enl Lista 2022
34175;SingleFUnbid;*;Enl Lista 2022
39701;SingleFUnbid;*;Enl Lista 2022
38220;SingleFUnbid;*;Enl Lista 2022
28618;SingleFUnbid;*;Enl Lista 2022
35598;SingleFUnbid;*;Enl Lista 2022
39273;SingleFUnbid;*;Enl Lista 2022
38634;SingleFUnbid;*;Enl Lista 2022
35573;SingleFUnbid;*;Enl Lista 2022
30678;SingleFUnbid;*;Enl Lista 2022
39374;SingleFUnbid;*;Enl Lista 2022
34916;SingleFUnbid;*;Enl Lista 2022
86633;SingleFUnbid;*;Enl Lista 2022
37301;SingleFUnbid;*;Enl Lista 2022
34296;SingleFUnbid;*;Enl Lista 2022
34477;SingleFUnbid;*;Enl Lista 2022
39590;SingleFUnbid;*;Enl Lista 2022
35354;SingleFUnbid;*;Enl Lista 2022
37888;SingleFUnbid;*;Enl Lista 2022
38683;SingleFUnbid;*;Enl Lista 2022
30010;SingleFUnbid;*;Enl Lista 2022
30994;SingleFUnbid;*;Enl Lista 2022
86599;SingleFUnbid;*;Enl Lista 2022
66532;SingleFUnbid;*;Enl Lista 2022
67135;SingleFUnbid;*;Enl Lista 2022
35641;SingleFUnbid;*;Enl Lista 2022
39354;SingleFUnbid;*;Enl Lista 2022
39633;SingleFUnbid;*;Enl Lista 2022
39616;SingleFUnbid;*;Enl Lista 2022
34779;SingleFUnbid;*;Enl Lista 2022
38835;SingleFUnbid;*;Enl Lista 2022
37289;SingleFUnbid;*;Enl Lista 2022
30028;SingleFUnbid;*;Enl Lista 2022
30752;SingleFUnbid;*;Enl Lista 2022
30591;SingleFUnbid;*;Enl Lista 2022
39883;SingleFUnbid;*;Enl Lista 2022
37788;SingleFUnbid;*;Enl Lista 2022
38216;SingleFUnbid;*;Enl Lista 2022
35873;SingleFUnbid;*;Enl Lista 2022
39260;SingleFUnbid;*;Enl Lista 2022
35696;SingleFUnbid;*;Enl Lista 2022
35150;SingleFUnbid;*;Enl Lista 2022
38045;SingleFUnbid;*;Enl Lista 2022
34643;SingleFUnbid;*;Enl Lista 2022
38605;SingleFUnbid;*;Enl Lista 2022
39826;SingleFUnbid;*;Enl Lista 2022
30992;SingleFUnbid;*;Enl Lista 2022
39248;SingleFUnbid;*;Enl Lista 2022
65863;SingleFUnbid;*;Enl Lista 2022
34398;SingleFUnbid;*;Enl Lista 2022
35320;SingleFUnbid;*;Enl Lista 2022
38245;SingleFUnbid;*;Enl Lista 2022
35161;SingleFUnbid;*;Enl Lista 2022
35097;SingleFUnbid;*;Enl Lista 2022
37835;SingleFUnbid;*;Enl Lista 2022
66368;SingleFUnbid;*;Enl Lista 2022
39108;SingleFUnbid;*;Enl Lista 2022
38859;SingleFUnbid;*;Enl Lista 2022
35588;SingleFUnbid;*;Enl Lista 2022
62883;SingleFUnbid;*;Enl Lista 2022
38210;SingleFUnbid;*;Enl Lista 2022
29424;SingleFUnbid;*;Enl Lista 2022
38052;SingleFUnbid;*;Enl Lista 2022
30686;SingleFUnbid;*;Enl Lista 2022
69929;SingleFUnbid;*;Enl Lista 2022
38552;SingleFUnbid;*;Enl Lista 2022
66988;SingleFUnbid;*;Enl Lista 2022
38557;SingleFUnbid;*;Enl Lista 2022
34780;SingleFUnbid;*;Enl Lista 2022
38538;SingleFUnbid;*;Enl Lista 2022
35282;SingleFUnbid;*;Enl Lista 2022
38229;SingleFUnbid;*;Enl Lista 2022
37755;SingleFUnbid;*;Enl Lista 2022
37597;SingleFUnbid;*;Enl Lista 2022
37487;SingleFUnbid;*;Enl Lista 2022
35313;SingleFUnbid;*;Enl Lista 2022
39648;SingleFUnbid;*;Enl Lista 2022
34080;SingleFUnbid;*;Enl Lista 2022
37805;SingleFUnbid;*;Enl Lista 2022
38791;SingleFUnbid;*;Enl Lista 2022
39928;SingleFUnbid;*;Enl Lista 2022
69115;SingleFUnbid;*;Enl Lista 2022
37196;SingleFUnbid;*;Enl Lista 2022
39393;SingleFUnbid;*;Enl Lista 2022
36289;SingleFUnbid;*;Enl Lista 2022
86576;SingleFUnbid;*;Enl Lista 2022
63909;SingleFUnbid;*;Enl Lista 2022
38627;SingleFUnbid;*;Enl Lista 2022
38025;SingleFUnbid;*;Enl Lista 2022
38072;SingleFUnbid;*;Enl Lista 2022
38828;SingleFUnbid;*;Enl Lista 2022
38614;SingleFUnbid;*;Enl Lista 2022
32246;SingleFUnbid;*;Enl Lista 2022
37339;SingleFUnbid;*;Enl Lista 2022
39307;SingleFUnbid;*;Enl Lista 2022
37859;SingleFUnbid;*;Enl Lista 2022
35030;SingleFUnbid;*;Enl Lista 2022
