189127256;0;0;1;+Ryr/XtISDGAFEPl59kVdQ==;38614;18934560;F0
189127256;0;0;1;3KldopuMR2KoCwUJh+MmBw==;38634;18934560;F0
189127256;0;0;1;zTfH4osMSGOFh3AET+b37Q==;38648;18934560;F0
189127256;0;0;1;o3Jf2bcYQF2yBxSD6U6AYA==;38649;18934560;F0
189127256;0;0;1;diiRKR85TIGBMQ4NcDNZmQ==;38791;18934560;F0
189127256;0;0;1;0Fs95oeJQ3myrQdP/biOqg==;38805;18934560;F0
189127256;0;0;1;lSIchs8/SoWtro2/Z3+9Mg==;38879;18934560;F0
189127256;0;0;1;LiUbNciiRhi5dc1oICsgFQ==;39248;18934560;F0
189127256;0;0;1;CJbuSLJySqKrIF3n3cl5kQ==;39260;18934560;F0
189127256;0;0;1;5BxXTYCoTo61GnQoFmt8jA==;39313;18934560;F0
189127256;0;0;1;FMcL3U3BTn6+e/drHSNcGQ==;39389;18934560;F0
189127256;0;0;1;AVv5xypMRKWc6HZn+Dod+Q==;39400;18934560;F0
189127256;0;0;1;SJ+6gueRTe+BIWllJhrL4g==;39402;18934560;F0
189127256;0;0;1;6JoD07wEQFOmV9/Hdyeviw==;39427;18934560;F0
189127256;0;0;1;U+rPQwPuRwqktbNlCitW8Q==;39590;18934560;F0
189127256;0;0;1;BJF8mqHjSVejNOlJFS9QiA==;39616;18934560;F0
189127256;0;0;1;bIzxvlhjSj26tpGoSBHaaA==;39643;18934560;F0
189127256;0;0;1;XVSPJL4yRB2zWcWoL+nsfA==;39669;18934560;F0
189127256;0;0;1;HmMMZqfkRqa4YEgbxOaEMw==;39670;18934560;F0
189127256;0;0;1;usGXWW8ARmCVZbT9ikFLBQ==;39834;18934560;F0
189127256;0;0;1;FG7s1E0VRZKvxyupLFC54A==;39882;18934560;F0
189127256;0;0;1;TvDMY3uGQ0Wj354ee+F+qw==;39906;18934560;F0
189127256;0;0;1;t2ZMmsBbSaqsX16nkjCDHg==;60751;18934560;F0
189127256;0;0;1;5G7iaNL+QiKChDJevTMO8Q==;62718;18934560;F0
189127256;0;0;1;ZY7/xFzeQmmQBCmyF5xS1Q==;64750;18934560;F0
189127256;0;0;1;wnUbtrwoRk+vVjwS637Inw==;65140;18934560;F0
189127256;0;0;1;pNn6YZn0TdieJHJ46tCQQA==;68117;18934560;F0
189127256;0;0;1;aif+zwCWRmySWOGS1RlAoQ==;68617;18934560;F0
189127256;0;0;1;wtupLv0ZQn6AaxtzVlrBEw==;68848;18934560;F0
189127256;0;0;1;Of4897oySSWEKN9Zc3Aa3g==;68996;18934560;F0
189127256;0;0;1;MxgjEgfmSAGGlmHcqKZQnQ==;69115;18934560;F0
189127256;0;0;1;JQ5mN7EaTae0xJAND0BxaA==;69165;18934560;F0
189127256;0;0;1;M7MCt5eiQa2OFhLLCxtRHQ==;86596;18934560;F0
189127256;0;0;1;6DKCAw20TViwCVJeQYqEEQ==;86655;18934560;F0
189127256;0;0;1;8yECUG6NQcmbne7e6JhgCw==;86662;18934560;F0
189127256;0;0;1;PV9L/B3LQoadSg6SEJe59A==;91303;18934560;F0
189127256;0;0;1;XEOwIEfyQWOBVxj0BPOdYg==;91343;18934560;F0
189127256;0;0;1;2Vy7ff7PTwCzH87cNi/tUw==;91677;18934560;F0
189127256;0;0;1;goMAwE/eTd++4RrKZJipnA==;91679;18934560;F0
189127256;0;0;1;34M/VRxcTHyvBMCnePtxFg==;91684;18934560;F0
189127256;0;0;1;NriiBUugSVuzyj6Gu4+1Gw==;91688;18934560;F0
189127256;0;0;1;4JJk89yvTzyX2eC8fffiJg==;91705;18934560;F0
189127256;0;0;1;a5O9wchvRtCfHAkQrHtG7A==;91778;18934560;F0
189127256;0;0;1;aEr+yf38RKy9SHUQNezJxg==;91794;18934560;F0
189127256;0;0;1;za9vfyH4Ss+p/jh4yryXhw==;91833;18934560;F0
