189127256;0;0;1;v621Nn1GRA+L8+yc/MEtoA==;11238;18934560;F0
189127256;0;0;1;5wbPkxCaRU2jDH83UxGh6Q==;17883;18934560;F0
189127256;0;0;1;HKwhUmfcQRCE/o+2XqjeWw==;19188;18934560;F0
189127256;0;0;1;GzQ3SX8oQ3G3ZUS+4cSpuw==;30093;18934560;F0
189127256;0;0;1;QMcVTSQHRMqCYm9enaPpsQ==;30593;18934560;F0
189127256;0;0;1;5fZsgR/cRPmDZNVigHNt2A==;30744;18934560;F0
189127256;0;0;1;1ZWmByrDTMaTbEWS8h7naA==;30778;18934560;F0
189127256;0;0;1;tUjODxWiSMi1ursNc5DVVQ==;30994;18934560;F0
189127256;0;0;1;GhbYiLCiTnazhwJqq8Aq9w==;31781;18934560;F0
189127256;0;0;1;d7YjRxqnQimvNH0WoazTcg==;31784;18934560;F0
189127256;0;0;1;uPmVcd1QTOuifG1dRj1hng==;33910;18934560;F0
189127256;0;0;1;8S7ZTggqSQOQuOg3HU7YVA==;34081;18934560;F0
189127256;0;0;1;qqJ2pHZaQSmgAsPSXPkFrA==;34175;18934560;F0
189127256;0;0;1;CUshsALjScOndRNld3bM3A==;34857;18934560;F0
189127256;0;0;1;KphPoZ+lQ56abPTxK6R2OQ==;35016;18934560;F0
189127256;0;0;1;4Zzo244FSFiS3oZCtdJWBA==;35431;18934560;F0
189127256;0;0;1;6Gzw4ui/R8KGQnV7bD+9bQ==;35696;18934560;F0
189127256;0;0;1;ahAcBjVyRJOuDCFqU/jdbA==;35791;18934560;F0
189127256;0;0;1;aOX6jJp9QLOzHDyUrciMOQ==;35848;18934560;F0
189127256;0;0;1;pRbl6dh6TzeA5OWB5k49KQ==;37113;18934560;F0
189127256;0;0;1;NwN2hy35TmG76Klf9mEHPQ==;37215;18934560;F0
189127256;0;0;1;jKOKXdefSzmYRN86sbvKuw==;37289;18934560;F0
189127256;0;0;1;HlKp9GvqSHu/Pg392Msp5g==;37496;18934560;F0
189127256;0;0;1;VZ1TS1i7ScSkQBNfoIlKCg==;37541;18934560;F0
189127256;0;0;1;sLJjPQWJRZ+2KH6xI0uIUw==;37587;18934560;F0
189127256;0;0;1;lQL3WQwqTy2gIJdEz9BAbg==;37636;18934560;F0
189127256;0;0;1;0JMdTwzcR3ifPqvg/TsqlA==;37694;18934560;F0
189127256;0;0;1;UUBBjnWERiS+/HpLESeNew==;37739;18934560;F0
189127256;0;0;1;6UWXNbwATKO/bjGBy5LPRQ==;37744;18934560;F0
189127256;0;0;1;eQicU3xKRR6cP/ujCE4YSg==;37805;18934560;F0
189127256;0;0;1;TpOGkmJBQZqrhdR1MLqPpw==;37859;18934560;F0
189127256;0;0;1;rt1PAvcLT1qAka2h4QcggA==;38025;18934560;F0
189127256;0;0;1;g/wzLWPUQvK+ZIkNEj8S3w==;38316;18934560;F0
189127256;0;0;1;TGF0ev00Rai7j6YqX9Yksw==;38323;18934560;F0
189127256;0;0;1;urq6rEtvTaaRTdOnCWZNag==;38337;18934560;F0
189127256;0;0;1;1LdlBR+LRXOu9+ccd61NhQ==;38613;18934560;F0
