10174;80;
10266;48;
10281;3;
10293;68;
10585;93;
10976;41;
11017;95;
11451;87;
12385;53;
13980;50;
14338;42;
14547;48;
15230;52;
15662;98;
16168;107;
16454;30;
16897;70;
17217;39;
17469;53;
17759;69;
17865;137;
17871;69;
17881;60;
18042;42;
18689;89;
18722;7;
18760;34;
20020;24;
20091;70;
20096;12;
20200;44;
20202;86;
20246;99;
20374;29;
20381;33;
20392;122;
20395;96;
20397;33;
20414;35;
20427;55;
20450;31;
20452;32;
20456;42;
20467;74;
20483;64;
20485;39;
20489;71;
20501;24;
20505;50;
20510;20;
20513;0;
20528;12;
20537;26;
20548;81;
20553;116;
20563;38;
20569;33;
20582;44;
20584;48;
20586;34;
20588;50;
20594;34;
20602;78;
20614;30;
20620;88;
20621;81;
20653;67;
20717;90;
20727;33;
20755;51;
20846;62;
20863;50;
20904;23;
20913;68;
20935;54;
20936;32;
20961;19;
20994;58;
21034;35;
21094;41;
21097;55;
21111;37;
21114;35;
21116;63;
21124;32;
21144;52;
21147;0;
21149;31;
21157;22;
21180;81;
21199;39;
21205;80;
21217;37;
21223;65;
21233;28;
21241;20;
21251;44;
21261;27;
21263;54;
21272;70;
21276;29;
21298;29;
21299;118;
21337;73;
21346;40;
21446;0;
21462;53;
21502;0;
21560;0;
21591;95;
21595;38;
21597;68;
21605;44;
21619;17;
21628;24;
21684;41;
21688;38;
21713;85;
21733;41;
21739;88;
21747;101;
21770;0;
21782;63;
21785;73;
21786;39;
21792;62;
21820;32;
21839;57;
21847;39;
21873;34;
21875;74;
21880;139;
21894;58;
21907;51;
21914;57;
21932;75;
21945;33;
21947;73;
22001;14;
22015;10;
22079;45;
22163;67;
22230;122;
22248;37;
22251;24;
22260;45;
22261;35;
22269;26;
22274;31;
22288;90;
22303;55;
22347;29;
22352;39;
22358;31;
22400;68;
22402;35;
22405;35;
22423;38;
22427;35;
22430;40;
22458;32;
22471;43;
22501;28;
22512;71;
22525;89;
22527;73;
22564;52;
22572;26;
22577;39;
22590;47;
22591;31;
22592;50;
22594;39;
22599;31;
22612;38;
22633;34;
22642;29;
22708;26;
22713;38;
22749;29;
22760;92;
22782;6;
22810;22;
22854;26;
22875;36;
22883;62;
22914;37;
22938;51;
23056;62;
23063;33;
23065;19;
23097;44;
23119;34;
23135;0;
23156;42;
23172;69;
23185;43;
23199;10;
23213;36;
23232;36;
23252;45;
23253;47;
23255;68;
23258;48;
23265;36;
23267;31;
23289;67;
23300;42;
23313;21;
23336;48;
23349;50;
23363;61;
23458;38;
23461;26;
23465;79;
23475;42;
23478;44;
23505;26;
23512;29;
23514;2;
23515;52;
23548;70;
23565;84;
23581;46;
23611;41;
23615;42;
23619;30;
23621;62;
23624;49;
23650;83;
23656;83;
23658;58;
23663;76;
23670;34;
23687;105;
23689;41;
23691;69;
23692;34;
23698;48;
23713;50;
23715;36;
23718;65;
23723;44;
23725;28;
23730;31;
23736;81;
23743;63;
23748;36;
23754;40;
23756;34;
23764;24;
23765;41;
23767;60;
23771;94;
23787;55;
23802;21;
23811;36;
23825;83;
23833;153;
23844;41;
23852;37;
23859;57;
23860;34;
23863;57;
23869;36;
23881;36;
23914;61;
23920;70;
23922;63;
23924;25;
23932;49;
23933;25;
23934;104;
23938;46;
23953;84;
23972;122;
23978;50;
24001;132;
24029;0;
24031;0;
24034;42;
24040;108;
24047;49;
24072;45;
24083;77;
24086;50;
24087;58;
24089;32;
24115;29;
24125;46;
24129;38;
24142;63;
24144;72;
24159;31;
24165;42;
24173;85;
24180;66;
24194;44;
24236;58;
24256;57;
24268;43;
24271;44;
24272;47;
24286;48;
24289;21;
24308;39;
24332;73;
24395;18;
24398;77;
24417;83;
24429;57;
24431;68;
24450;30;
24451;31;
24457;46;
24481;0;
24503;18;
24505;38;
24506;51;
24520;77;
24547;122;
24558;41;
24570;36;
24571;76;
24601;97;
24606;26;
24607;25;
24618;40;
24638;19;
24642;8;
24648;53;
24649;51;
24670;49;
24687;26;
24695;43;
24702;26;
24718;28;
24723;35;
24731;30;
24760;41;
24762;48;
24779;23;
24786;41;
24791;27;
24792;32;
24794;17;
24803;27;
24806;33;
24807;29;
24811;38;
24813;47;
24828;39;
24830;49;
24836;47;
24850;34;
24854;49;
24865;38;
24869;61;
24878;14;
24891;62;
24893;75;
24916;15;
24920;57;
24933;69;
24935;20;
24950;49;
24951;33;
24971;58;
24973;52;
24978;48;
24982;70;
24985;41;
24987;98;
24990;85;
24995;38;
24999;39;
25037;41;
25104;0;
25106;37;
25114;57;
25146;67;
25149;46;
25160;33;
25188;43;
25191;47;
25195;47;
25198;53;
25202;64;
25205;55;
25208;77;
25217;47;
25225;37;
25276;35;
25343;61;
25351;63;
25416;49;
25425;57;
25436;59;
25458;42;
25459;33;
25463;130;
25468;35;
25481;29;
25493;34;
25500;42;
25502;54;
25506;24;
25512;0;
25514;21;
25558;25;
25562;54;
25588;13;
25613;73;
25620;103;
25628;62;
25631;60;
25632;35;
25635;53;
25636;10;
25638;41;
25650;43;
25654;34;
25666;68;
25683;68;
25688;55;
25704;31;
25705;51;
25721;51;
25723;54;
25724;26;
25726;58;
25728;123;
25729;38;
25732;31;
25733;42;
25741;117;
25749;24;
25777;67;
25779;21;
25781;99;
25791;104;
25793;87;
25795;45;
25801;14;
25816;55;
25821;44;
25831;94;
25836;47;
25850;35;
25862;55;
25867;37;
25881;33;
25894;60;
25901;107;
25914;135;
25916;71;
25926;80;
25934;80;
25944;38;
25947;61;
25949;82;
25953;64;
25954;41;
25967;51;
25979;46;
25983;60;
25995;38;
26002;65;
26018;75;
26028;39;
26031;31;
26075;98;
26077;83;
26081;102;
26095;39;
26101;59;
26103;41;
26150;34;
26151;28;
26159;36;
26160;62;
26180;47;
26183;38;
26194;100;
26195;81;
26203;41;
26204;55;
26209;39;
26223;113;
26244;29;
26250;33;
26263;43;
26264;51;
26266;34;
26279;84;
26288;38;
26293;36;
26301;56;
26305;29;
26308;93;
26313;27;
26316;5;
26324;37;
26344;67;
26345;59;
26346;45;
26364;32;
26369;38;
26388;34;
26418;28;
26443;13;
26475;115;
26480;55;
26487;70;
26488;46;
26493;59;
26496;77;
26497;84;
26510;32;
26511;27;
26529;31;
26544;31;
26549;29;
26550;26;
26568;33;
26591;63;
26594;15;
26614;61;
26625;95;
26628;66;
26629;50;
26639;86;
26641;60;
26673;32;
26674;25;
26702;47;
26718;80;
26724;53;
26737;0;
26739;93;
26753;0;
26754;89;
26759;0;
26760;34;
26770;33;
26771;0;
26775;32;
26779;64;
26792;44;
26797;86;
26817;56;
26820;97;
26835;35;
26836;56;
26839;38;
26845;60;
26849;52;
26856;67;
26857;40;
26862;37;
26890;32;
26908;57;
26910;53;
26939;48;
26944;42;
26945;86;
26948;41;
26949;66;
26952;38;
26953;52;
26971;61;
26972;8;
26984;49;
26997;70;
27002;42;
27020;60;
27027;39;
27035;36;
27043;41;
27051;32;
27059;40;
27060;55;
27071;36;
27081;33;
27085;62;
27096;53;
27099;36;
27102;76;
27114;32;
27117;32;
27120;27;
27124;55;
27130;113;
27134;37;
27135;51;
27137;100;
27149;146;
27150;64;
27158;71;
27161;50;
27166;36;
27175;79;
27177;67;
27180;25;
27195;49;
27198;46;
27207;44;
27221;37;
27223;40;
27224;48;
27227;50;
27235;39;
27242;35;
27246;46;
27247;96;
27259;34;
27262;86;
27263;72;
27274;54;
27276;35;
27282;49;
27283;54;
27284;42;
27287;40;
27292;39;
27295;44;
27296;39;
27307;41;
27309;62;
27320;34;
27321;34;
27324;0;
27326;49;
27334;82;
27349;46;
27350;33;
27353;38;
27363;17;
27375;66;
27400;0;
27403;0;
27410;0;
27421;28;
27454;21;
27462;33;
27478;29;
27488;25;
27527;108;
27541;35;
27542;51;
27550;43;
27555;48;
27572;70;
27629;34;
27630;83;
27636;73;
27641;124;
27646;94;
27648;49;
27649;58;
27653;23;
27667;30;
27668;61;
27674;53;
27677;70;
27680;44;
27681;22;
27682;94;
27683;89;
27687;33;
27690;87;
27691;53;
27692;63;
27695;95;
27701;20;
27704;77;
27710;47;
27720;38;
27743;20;
27757;84;
27761;0;
27771;0;
27786;45;
27798;75;
27799;42;
27804;41;
27806;55;
27833;38;
27840;31;
27870;53;
27875;57;
27878;50;
27882;55;
27884;21;
27888;37;
27898;39;
27900;17;
27901;36;
27923;0;
27925;38;
27927;51;
27945;12;
27948;120;
27952;51;
27953;0;
27955;45;
27963;0;
27972;0;
27983;6;
28002;37;
28056;81;
28067;40;
28078;45;
28100;49;
28140;101;
28146;119;
28147;75;
28148;92;
28175;52;
28181;43;
28186;50;
28187;103;
28209;53;
28217;50;
28220;46;
28260;51;
28262;86;
28299;42;
28305;68;
28306;87;
28319;91;
28320;0;
28322;40;
28323;78;
28326;51;
28335;89;
28338;100;
28399;51;
28401;124;
28405;30;
28407;39;
28414;91;
28415;20;
28422;45;
28444;69;
28451;37;
28463;45;
28465;34;
28471;24;
28482;32;
28485;38;
28498;16;
28508;0;
28512;40;
28550;0;
28556;33;
28557;74;
28566;34;
28569;42;
28591;29;
28600;21;
28619;27;
28633;35;
28634;32;
28641;94;
28642;38;
28670;20;
28709;80;
28712;13;
28717;53;
28728;32;
28758;42;
28782;99;
28794;49;
28795;28;
28809;60;
28821;3;
28827;116;
28845;108;
28850;61;
28853;39;
28859;89;
28862;86;
28863;89;
28864;98;
28885;42;
28914;42;
28932;30;
28964;36;
29007;36;
29023;14;
29056;14;
29057;52;
29071;0;
29083;38;
29085;15;
29090;40;
29097;22;
29113;33;
29119;32;
29124;44;
29127;30;
29142;5;
29143;40;
29176;54;
29191;61;
29193;50;
29195;46;
29197;52;
29201;51;
29202;34;
29203;134;
29226;45;
29228;87;
29232;85;
29263;0;
29266;32;
29285;49;
29291;86;
29295;48;
29298;80;
29302;116;
29306;31;
29320;20;
29322;24;
29324;78;
29341;69;
30076;37;
37444;63;
37486;154;
37754;50;
38039;74;
39355;28;
42233;71;
42241;66;
42243;44;
42895;39;
42918;21;
42993;45;
45708;59;
47581;47;
67457;48;
68163;50;
68844;46;
69907;46;
79381;33;
79672;36;
84046;62;
84047;69;
84049;56;
84055;35;
84058;62;
84059;65;
84060;115;
84064;58;
84065;38;
84069;46;
84071;73;
84079;69;
84081;41;
84082;51;
84083;30;
84084;60;
84085;61;
84090;37;
84091;29;
84092;66;
85124;109;
85126;77;
85129;20;
85131;60;
85137;113;
85139;57;
85140;66;
85141;42;
85151;38;
85153;59;
85154;15;
85155;97;
85185;30;
85189;47;
85191;51;
85193;35;
85197;73;
85224;47;
85226;79;
85256;62;
85297;33;
85299;87;
85317;99;
85346;125;
85369;96;
85371;27;
85372;79;
85374;44;
85379;46;
85409;81;
85427;60;
85428;64;
85430;81;
85433;99;
85434;40;
85435;68;
85440;53;
85441;134;
85442;75;
85445;65;
85528;35;
85533;70;
85534;56;
85549;52;
85554;81;
85581;35;
85584;97;
85617;62;
85621;70;
85669;78;
85715;36;
85744;48;
85746;38;
85747;54;
85765;74;
85767;52;
85770;69;
85771;44;
85772;105;
85773;62;
85775;35;
85780;63;
85781;34;
85784;23;
85790;49;
85793;53;
85798;105;
85800;74;
85803;65;
85847;93;
85848;37;
85849;51;
85858;43;
85880;65;
85882;73;
85884;54;
87573;39;
87763;43;
87764;76;
87887;67;
87926;55;
87938;58;
87963;63;
10112;66;
10618;99;
10949;124;
10955;82;
11294;79;
11642;87;
11880;52;
12518;78;
13364;85;
13671;61;
14125;56;
15000;52;
16289;103;
16942;44;
17101;52;
17410;74;
17654;75;
17844;93;
17846;100;
17859;95;
17950;34;
18728;94;
18998;0;
29359;128;
29376;34;
29377;0;
29409;31;
29415;39;
29428;92;
29433;37;
29434;57;
29438;61;
29440;75;
29441;114;
29461;7;
29482;4;
29485;57;
29507;111;
29519;36;
29530;83;
29532;36;
29534;104;
29537;109;
29543;38;
29549;36;
29554;43;
29557;28;
29564;89;
29565;60;
29568;50;
29572;112;
29592;43;
29595;42;
29596;47;
29603;60;
29611;111;
29625;105;
29638;24;
29644;21;
29659;27;
29663;50;
29831;6;
29867;45;
29887;0;
29889;35;
29943;59;
29967;31;
29968;73;
29969;49;
29972;32;
29973;34;
29979;71;
29982;58;
29992;58;
29993;40;
29994;47;
32216;29;
32704;64;
37198;35;
38460;36;
42586;49;
45512;63;
45592;55;
47048;46;
49128;36;
49162;52;
49164;26;
53269;38;
53438;38;
56955;38;
56958;29;
56961;36;
56967;33;
56968;39;
56969;37;
56970;34;
57494;27;
57508;26;
57511;40;
57522;37;
57532;33;
57535;29;
57536;30;
57538;38;
57540;33;
57543;38;
57544;36;
63319;30;
66427;53;
67525;48;
67571;37;
75477;38;
75573;38;
75582;41;
75586;37;
75787;39;
76032;38;
79151;49;
79285;46;
79286;40;
79361;34;
79367;43;
79690;12;
79722;43;
84095;38;
84109;32;
84113;31;
84115;32;
84123;31;
84124;31;
84126;26;
85039;19;
85287;34;
85288;33;
85418;35;
85420;31;
85464;31;
85510;33;
85622;29;
85660;40;
85711;30;
85713;28;
85761;36;
85816;39;
85819;30;
85867;36;
85870;0;
85871;36;
85887;39;
86333;37;
86671;37;
86702;38;
86713;37;
86738;38;
86856;33;
86859;30;
86864;37;
86993;37;
91241;37;
91309;28;
91353;37;
91369;37;
91638;34;
91639;37;
91640;37;
91641;38;
91642;38;
91645;27;
91646;38;
91715;37;
